85586399;21
85587400;20
85588400;20
85589400;21
85590400;21
85591401;18
85592401;23
85593401;21
85594401;19
85595402;21
85596402;137
85596403;137
85596403;137
85596403;136
85596407;133
85596402;165
85596402;165
85596402;165
85596402;165
85596402;165
85597402;137
85597403;137
85597407;132
85597408;133
85597403;152
85597403;152
85597403;152
85597402;181
85597402;181
85597402;181
85598403;137
85598404;136
85598404;137
85598402;138
85598408;133
85598403;168
85598403;168
85598403;168
85598403;169
85598403;168
85599403;138
85599403;138
85599404;137
85599404;137
85599408;134
85599403;168
85599403;168
85599403;168
85599403;168
85599403;168
85600403;138
85600404;138
85600404;138
85600404;137
85600408;134
85600408;134
85600403;152
85600403;152
85600403;152
85600403;152
85601403;135
85601404;135
85601404;135
85601409;130
85601404;163
85601405;162
85601405;163
85601404;163
85601403;176
85601403;176
85602404;138
85602404;138
85602404;138
85602405;138
85602409;135
85602404;168
85602404;167
85602404;167
85602404;168
85602404;168
85603404;137
85603404;137
85603405;137
85603405;136
85603409;134
85603404;167
85603404;167
85603404;167
85603404;167
85603404;167
85604405;134
85604404;135
85604408;131
85604408;131
85604409;131
85604404;139
85604405;139
85604404;139
85604404;179
85604404;179
85605405;139
85605405;139
85605405;139
85605406;139
85605405;183
85605404;183
85605405;183
85605405;183
85605404;183
85605405;182
85606405;166
85606405;166
85606405;170
85606408;167
85606409;328
85606412;324
85606420;317
85606413;324
85606420;318
85606411;368
85606410;369
85606410;369
85606405;374
85606410;369
85606410;369
85606410;369
85606410;369
85606411;368
85606405;374
85606410;370
85606411;368
85606410;369
85606405;374
85606405;375
85606411;368
85607405;154
85607405;154
85607405;154
85607405;154
85607405;334
85607406;333
85607413;326
85607428;312
85607411;328
85607432;308
85607408;371
85607410;369
85607410;369
85607410;369
85607410;369
85607410;369
85607410;369
85607406;373
85607411;373
85607410;373
85607411;372
85607410;373
85607410;373
85607410;373
85607410;373
85608405;174
85608405;174
85608405;174
85608409;328
85608406;332
85608406;331
85608409;328
85608406;332
85608424;314
85608415;322
85608420;318
85608424;315
85608412;367
85608411;368
85608412;367
85608411;368
85608411;368
85608405;374
85608411;369
85608411;368
85608411;368
85608411;368
85608411;368
85608411;368
85608415;364
85609406;169
85609406;169
85609406;169
85609406;169
85609406;332
85609409;329
85609409;329
85609412;326
85609414;325
85609414;325
85609436;303
85609411;368
85609411;368
85609411;369
85609411;369
85609405;374
85609411;368
85609411;368
85609406;374
85609412;367
85609411;368
85609412;367
85609411;368
85609411;369
85609411;369
85610406;193
85610406;193
85610406;193
85610406;193
85610406;193
85610406;197
85610406;332
85610407;332
85610409;329
85610407;331
85610412;326
85610413;326
85610412;326
85610424;316
85610411;368
85610411;368
85610412;367
85610411;368
85610410;370
85610412;367
85610411;369
85610411;369
85610411;369
85610411;368
85610411;368
85611406;169
85611406;169
85611406;169
85611406;169
85611406;169
85611407;335
85611409;332
85611407;335
85611413;329
85611414;327
85611412;329
85611436;307
85611411;372
85611411;372
85611411;372
85611411;372
85611411;372
85611411;372
85611410;373
85611411;372
85611411;372
85611411;372
85611411;372
85611411;372
85611411;372
85612407;168
85612406;169
85612407;169
85612407;168
85612406;173
85612407;332
85612410;329
85612415;325
85612424;316
85612415;325
85612424;317
85612414;369
85612412;371
85612406;377
85612412;371
85612412;371
85612413;370
85612412;371
85612412;372
85612414;369
85612413;370
85612412;371
85612413;370
85612410;373
85612413;371
85613407;156
85613407;156
85613407;161
85613407;338
85613407;338
85613407;338
85613414;331
85613414;331
85613414;331
85613415;331
85613412;376
85613407;380
85613412;375
85613413;374
85613412;375
85613410;377
85613412;375
85613412;375
85613412;375
85613413;375
85613412;375
85613412;376
85613412;375
85613412;376
85613413;375
85614407;164
85614407;164
85614407;164
85614407;164
85614407;168
85614408;330
85614407;330
85614410;327
85614414;324
85614414;324
85614414;324
85614413;325
85614412;367
85614412;367
85614412;367
85614411;368
85614412;367
85614413;366
85614412;367
85614412;367
85614413;366
85614412;367
85614413;366
85614412;367
85614412;368
85615407;168
85615407;168
85615407;168
85615407;168
85615408;333
85615408;332
85615407;333
85615414;327
85615414;327
85615415;326
85615415;326
85615411;372
85615412;371
85615412;371
85615411;373
85615412;371
85615412;371
85615412;371
85615412;371
85615412;371
85615412;371
85615414;369
85615412;371
85615414;369
85615413;370
85616408;143
85616408;655
85616413;651
85616413;651
85616428;637
85616432;633
85616432;633
85616433;632
85616415;693
85616413;694
85616407;700
85616407;700
85616418;690
85616415;692
85616413;694
85616414;693
85616413;694
85616414;694
85616413;694
85616417;690
85616413;694
85616418;689
85616416;692
85616420;688
85616416;691
85616418;689
85616417;690
85616418;689
85616418;689
85616413;694
85616414;693
85616418;689
85616418;689
85616414;694
85616413;695
85616408;700
85616420;688
85616413;694
85616408;700
85616416;692
85616414;693
85616416;691
85616414;694
85616415;692
85616408;700
85616416;692
85616413;695
85616413;695
85616418;689
85616416;692
85617408;191
85617408;191
85617408;191
85617408;689
85617408;689
85617408;689
85617409;688
85617415;682
85617456;642
85617460;638
85617456;641
85617492;606
85617436;703
85617432;707
85617415;724
85617416;723
85617441;698
85617432;707
85617424;715
85617437;702
85617427;713
85617416;723
85617415;724
85617439;700
85617442;698
85617425;714
85617416;723
85617421;718
85617437;702
85617436;703
85617416;723
85617421;718
85617426;714
85617427;712
85617442;697
85617428;711
85617418;721
85617431;708
85617419;721
85617422;717
85617408;732
85617417;722
85617436;703
85617422;717
85617417;722
85617415;724
85617422;717
85617428;711
85617442;697
85617418;722
85618408;694
85618408;694
85618408;694
85618408;694
85618408;694
85618447;656
85618453;650
85618460;643
85618468;635
85618426;717
85618434;709
85618417;727
85618414;729
85618419;724
85618430;714
85618421;722
85618414;729
85618417;726
85618436;707
85618438;705
85618415;728
85618429;715
85618414;729
85618422;721
85618419;724
85618429;714
85618441;702
85618428;715
85618442;702
85618418;725
85618426;718
85618414;729
85618417;726
85618409;735
85618415;729
85618444;699
85618434;709
85618408;735
85618414;729
85618427;717
85618429;714
85618429;714
85618414;729
85618441;702
85618414;729
85618442;702
85618419;724
85618418;726
85618428;716
85618424;720
85619408;151
85619408;665
85619408;665
85619409;665
85619409;665
85619414;660
85619422;652
85619443;631
85619444;631
85619450;625
85619476;599
85619425;690
85619409;706
85619430;685
85619415;700
85619440;675
85619429;686
85619440;675
85619417;698
85619434;681
85619438;677
85619438;677
85619424;691
85619410;706
85619438;677
85619414;701
85619415;700
85619416;700
85619443;672
85619415;700
85619421;694
85619415;700
85619415;700
85619426;689
85619435;681
85619428;687
85619415;700
85619417;699
85619428;688
85619443;672
85619415;701
85619416;699
85619425;690
85619443;672
85619418;697
85619425;690
85619417;698
85619439;677
85619416;699
85619434;681
85620408;191
85620409;191
85620409;691
85620409;691
85620409;691
85620409;691
85620409;691
85620456;645
85620449;652
85620448;653
85620460;641
85620440;703
85620420;723
85620420;723
85620420;723
85620440;703
85620444;699
85620427;716
85620448;695
85620430;713
85620441;702
85620422;721
85620423;721
85620409;734
85620415;729
85620440;704
85620415;728
85620440;703
85620432;711
85620415;728
85620417;727
85620439;704
85620442;702
85620415;728
85620428;716
85620441;703
85620421;723
85620415;729
85620432;712
85620442;701
85620417;727
85620420;724
85620414;730
85620430;714
85620428;716
85620442;702
85620439;705
85620415;729
85620428;715
85620414;730
85621409;165
85621409;165
85621409;699
85621409;699
85621409;699
85621410;699
85621410;699
85621409;699
85621448;662
85621456;653
85621451;658
85621457;653
85621432;719
85621416;735
85621409;742
85621420;731
85621439;712
85621432;720
85621417;734
85621417;734
85621440;711
85621433;719
85621442;710
85621426;726
85621417;734
85621436;715
85621421;730
85621415;736
85621425;727
85621442;709
85621425;726
85621432;720
85621430;722
85621417;735
85621449;703
85621426;726
85621421;731
85621436;715
85621432;719
85621420;732
85621421;731
85621448;703
85621436;716
85621417;734
85621448;704
85621416;735
85621415;736
85621427;724
85621428;723
85621416;736
85622410;658
85622409;658
85622409;659
85622409;658
85622410;658
85622410;658
85622457;612
85622456;613
85622457;611
85622476;593
85622425;686
85622437;675
85622426;686
85622422;690
85622434;677
85622416;696
85622423;688
85622416;696
85622436;675
85622421;690
85622437;675
85622415;696
85622432;679
85622425;686
85622437;675
85622415;696
85622439;672
85622432;679
85622422;689
85622416;696
85622442;670
85622431;681
85622436;676
85622436;675
85622416;695
85622421;690
85622426;685
85622417;694
85622431;681
85622428;684
85622416;696
85622415;696
85622451;660
85622416;696
85622442;669
85622409;703
85622427;685
85622418;694
85622415;696
85622440;672
85623409;158
85623409;162
85623410;659
85623410;659
85623410;658
85623410;659
85623416;653
85623459;610
85623465;604
85623460;609
85623465;604
85623437;674
85623420;691
85623416;695
85623429;682
85623410;701
85623420;691
85623424;687
85623432;679
85623421;691
85623417;694
85623428;683
85623427;684
85623428;683
85623410;701
85623418;694
85623416;695
85623416;695
85623437;674
85623439;672
85623433;678
85623420;692
85623442;669
85623455;656
85623416;696
85623420;692
85623442;669
85623416;695
85623428;684
85623423;688
85623460;651
85623415;696
85623433;678
85623421;691
85623416;696
85623460;652
85623420;692
85623417;694
85623446;666
85623416;696
85624410;177
85624410;690
85624410;690
85624410;690
85624469;631
85624460;641
85624460;640
85624480;621
85624417;727
85624435;708
85624440;703
85624435;708
85624429;714
85624422;721
85624431;712
85624422;721
85624432;712
85624416;727
85624417;726
85624417;727
85624415;728
85624416;727
85624410;734
85624417;727
85624428;715
85624410;733
85624417;726
85624423;720
85624410;733
85624442;701
85624434;710
85624417;726
85624417;727
85624438;705
85624432;711
85624417;727
85624422;721
85624423;721
85624431;713
85624429;715
85624415;728
85624418;726
85624443;701
85624434;709
85624422;722
85624417;727
85624416;727
85624420;724
85624449;694
85624429;714
85625410;145
85625410;661
85625410;661
85625410;661
85625410;661
85625444;629
85625445;627
85625445;627
85625454;618
85625422;694
85625422;693
85625422;693
85625429;687
85625416;699
85625428;687
85625422;693
85625417;699
85625427;688
85625439;677
85625423;693
85625428;688
85625425;690
85625440;675
85625439;677
85625416;699
85625434;682
85625432;683
85625418;697
85625437;679
85625422;694
85625437;678
85625417;699
85625425;690
85625422;694
85625440;676
85625431;685
85625415;700
85625411;705
85625410;706
85625422;694
85625417;699
85625427;688
85625422;694
85625416;700
85625439;676
85625432;684
85625428;688
85625423;693
85625421;694
85625417;699
85626410;-1
85626410;-1
85626410;-1
85626410;-1
85626411;-1
85626411;-1
85626411;-1
85626415;-1
85626415;-1
85626415;-1
85626415;-1
85626415;-1
85626415;-1
85626415;-1
85626415;-1
85626415;-1
85626415;-1
85626415;-1
85626415;-1
85626415;-1
85626417;-1
85626415;-1
85626417;-1
85626418;-1
85626418;-1
85626418;-1
85626417;-1
85626418;-1
85626418;-1
85626418;-1
85626419;-1
85626417;-1
85626419;-1
85626418;-1
85626420;-1
85626420;-1
85626417;-1
85626416;-1
85626418;-1
85626420;-1
85626420;-1
85626418;-1
85626418;-1
85626420;-1
85626423;-1
85626423;-1
85626424;-1
85626422;-1
85626423;-1
85626423;-1
85626424;-1
85626424;-1
85626423;-1
85626425;-1
85626425;-1
85626424;-1
85626425;-1
85626425;-1
85626423;-1
85626425;-1
85626424;-1
85626425;-1
85626426;-1
85626423;-1
85626425;-1
85626421;-1
85626424;-1
85626425;-1
85626428;-1
85626425;-1
85626423;-1
85626424;-1
85626425;-1
85626428;-1
85626424;-1
85626429;-1
85626430;-1
85626424;-1
85626427;-1
85626424;-1
85626424;-1
85626430;-1
85626421;-1
85626431;-1
85626425;-1
85626436;-1
85626436;-1
85626436;-1
85626437;-1
85626436;-1
85626439;-1
85626443;-1
85626439;-1
85626452;-1
85626452;-1
85626450;-1
85626437;-1
85626471;-1
85626476;-1
85626488;-1
85627424;-1
85627424;-1
85627427;-1
85627428;-1
85627429;-1
85627430;-1
85627429;-1
85627431;-1
85627428;-1
85627429;-1
85627429;-1
85627429;-1
85627433;-1
85627430;-1
85627429;-1
85627433;-1
85627429;-1
85627429;-1
85627434;-1
85627434;-1
85627431;-1
85627428;-1
85627430;-1
85627436;-1
85627436;-1
85627429;-1
85627435;-1
85627434;-1
85627429;-1
85627436;-1
85627436;-1
85627437;-1
85627437;-1
85627435;-1
85627435;-1
85627437;-1
85627430;-1
85627436;-1
85627428;-1
85627438;-1
85627437;-1
85627435;-1
85627439;-1
85627430;-1
85627438;-1
85627438;-1
85627437;-1
85627440;-1
85627439;-1
85627435;-1
85627437;-1
85627438;-1
85627440;-1
85627437;-1
85627434;-1
85627437;-1
85627441;-1
85627440;-1
85627439;-1
85627441;-1
85627438;-1
85627435;-1
85627437;-1
85627439;-1
85627441;-1
85627441;-1
85627435;-1
85627437;-1
85627439;-1
85627442;-1
85627440;-1
85627442;-1
85627438;-1
85627438;-1
85627435;-1
85627439;-1
85627441;-1
85627439;-1
85627435;-1
85627441;-1
85627440;-1
85627441;-1
85627437;-1
85627452;-1
85627476;-1
85627445;-1
85627444;-1
85627447;-1
85627447;-1
85627445;-1
85627445;-1
85627444;-1
85627448;-1
85627452;-1
85627445;-1
85627445;-1
85627452;-1
85627446;-1
85627445;-1
85628419;-1
85628419;-1
85628421;-1
85628421;-1
85628421;-1
85628424;-1
85628425;-1
85628424;-1
85628425;-1
85628426;-1
85628427;-1
85628427;-1
85628426;-1
85628427;-1
85628427;-1
85628428;-1
85628427;-1
85628428;-1
85628429;-1
85628426;-1
85628427;-1
85628430;-1
85628428;-1
85628427;-1
85628428;-1
85628432;-1
85628432;-1
85628428;-1
85628432;-1
85628432;-1
85628434;-1
85628428;-1
85628434;-1
85628434;-1
85628435;-1
85628434;-1
85628428;-1
85628434;-1
85628434;-1
85628435;-1
85628428;-1
85628437;-1
85628437;-1
85628435;-1
85628428;-1
85628437;-1
85628437;-1
85628437;-1
85628438;-1
85628428;-1
85628437;-1
85628439;-1
85628438;-1
85628440;-1
85628439;-1
85628441;-1
85628441;-1
85628440;-1
85628441;-1
85628441;-1
85628440;-1
85628443;-1
85628433;-1
85628441;-1
85628443;-1
85628442;-1
85628440;-1
85628440;-1
85628440;-1
85628444;-1
85628444;-1
85628444;-1
85628444;-1
85628460;-1
85628468;-1
85628500;-1
85627441;-1
85629433;-1
85629433;-1
85629433;-1
85629434;-1
85629433;-1
85629434;-1
85629436;-1
85629436;-1
85629433;-1
85629434;-1
85629437;-1
85629436;-1
85629436;-1
85629433;-1
85629435;-1
85629433;-1
85629437;-1
85629438;-1
85629436;-1
85629436;-1
85629438;-1
85629439;-1
85629438;-1
85629437;-1
85629438;-1
85629436;-1
85629436;-1
85629433;-1
85629439;-1
85629440;-1
85629437;-1
85629436;-1
85629438;-1
85629433;-1
85629436;-1
85629437;-1
85629441;-1
85629436;-1
85629438;-1
85629437;-1
85629433;-1
85629437;-1
85629441;-1
85629438;-1
85629437;-1
85629436;-1
85629438;-1
85629441;-1
85629444;-1
85629436;-1
85629445;-1
85629438;-1
85629436;-1
85629444;-1
85629436;-1
85629446;-1
85629436;-1
85629441;-1
85629445;-1
85629442;-1
85629445;-1
85629446;-1
85629445;-1
85629444;-1
85629436;-1
85629442;-1
85629436;-1
85629446;-1
85629436;-1
85629446;-1
85629446;-1
85629445;-1
85629449;-1
85629436;-1
85629449;-1
85629464;-1
85629453;-1
85629456;-1
85629456;-1
85629453;-1
85629452;-1
85629456;-1
85629453;-1
85629456;-1
85629456;-1
85629453;-1
85629451;-1
85629451;-1
85629456;-1
85629456;-1
85629451;-1
85629456;-1
85629450;-1
85629450;-1
85629460;-1
85629451;-1
85629451;-1
85629451;-1
85629450;-1
85628444;-1
85628452;-1
85628445;-1
85628447;-1
85628448;-1
85628445;-1
85628445;-1
85628452;-1
85628447;-1
85628448;-1
85628444;-1
85628444;-1
85628446;-1
85628448;-1
85628444;-1
85628444;-1
85628447;-1
85628448;-1
85628444;-1
85628447;-1
85628448;-1
85628444;-1
85628447;-1
85628448;-1
